"date","bin","roi_sec","mean_area","median_area"
2019-04-30,"(-3.33,-3.02]",0.0276388888888889,0.000660667700502513,0.0006377196
2019-04-30,"(-3.63,-3.33]",0.0370138888888889,0.00034529865891182,0.0003398096
2019-04-30,"< -3.63",0.055625,0.000153262823470662,0.0001476096
2019-04-30,"> -2.41",0.000208333333333333,0.00436447766666667,0.004417909
2019-05-01,"(-2.72,-2.41]",0.00173611111111111,0.00278979072,0.002687725
2019-05-01,"(-3.02,-2.72]",0.00604166666666667,0.00126420765287356,0.001194715
2019-05-01,"(-3.33,-3.02]",0.0197916666666667,0.000655373675789474,0.0006200372
2019-05-01,"(-3.63,-3.33]",0.0222222222222222,0.00034400917,0.0003400018
2019-05-01,"< -3.63",0.0421527777777778,0.000153730869192751,0.0001487628
2019-05-01,"> -2.41",0.000277777777777778,0.00447201375,0.004465575
2019-05-02,"(-2.72,-2.41]",0.00180555555555556,0.00257817088461538,0.002710981
2019-05-02,"(-3.02,-2.72]",0.00611111111111111,0.00125518825681818,0.001225275
2019-05-02,"(-3.33,-3.02]",0.0199305555555556,0.000666707645993031,0.000649636
2019-05-02,"(-3.63,-3.33]",0.0222222222222222,0.0003462939475,0.0003436536
2019-05-02,"< -3.63",0.0417361111111111,0.000153024459234609,0.000147994
2019-05-02,"> -2.41",0.000277777777777778,0.0053024135,0.005280503
2019-05-03,"(-2.72,-2.41]",0.0025,0.00281089294444444,0.002829568
2019-05-03,"(-3.02,-2.72]",0.00520833333333333,0.00126250284,0.001233155
2019-05-03,"(-3.33,-3.02]",0.0215277777777778,0.0006715964,0.0006559786
2019-05-03,"(-3.63,-3.33]",0.0241666666666667,0.000349468202298851,0.0003486508
2019-05-03,"< -3.63",0.0349305555555556,0.000153738601988072,0.000147994
2019-05-03,"> -2.41",0.000208333333333333,0.005539076,0.005619544
2019-05-04,"(-2.72,-2.41]",0.00166666666666667,0.00278672375,0.0030586705
2019-05-04,"(-3.02,-2.72]",0.00555555555555556,0.001243101575,0.0011420525
2019-05-04,"(-3.33,-3.02]",0.0225,0.000652414595061728,0.0006175386
2019-05-04,"(-3.63,-3.33]",0.0303472222222222,0.0003510539597254,0.0003521104
2019-05-04,"< -3.63",0.0403472222222222,0.000153112276075732,0.000147994
2019-05-04,"> -2.41",0.000555555555555556,0.005622907,0.0047096685
2019-05-05,"(-2.72,-2.41]",0.00270833333333333,0.00287267046153846,0.002830337
2019-05-05,"(-3.02,-2.72]",0.00791666666666667,0.00127757026491228,0.001195676
2019-05-05,"(-3.33,-3.02]",0.02375,0.000654732109941521,0.0006306082
2019-05-05,"(-3.63,-3.33]",0.0307638888888889,0.000340664304288939,0.000334428
2019-05-05,"< -3.63",0.0349305555555556,0.000159496959840954,0.0001522224
2019-05-05,"> -2.41",0.000555555555555556,0.00703019525,0.0049906655
2019-05-06,"(-2.72,-2.41]",0.00256944444444444,0.00284945335135135,0.00298256
2019-05-06,"(-3.02,-2.72]",0.00722222222222222,0.00124950697692308,0.0012008655
2019-05-06,"(-3.33,-3.02]",0.0305555555555556,0.00064042962,0.0006148478
2019-05-06,"(-3.63,-3.33]",0.033125,0.000344345842348008,0.0003436536
2019-05-06,"< -3.63",0.0408333333333333,0.000156150078911565,0.0001503004
2019-05-06,"> -2.41",0.000277777777777778,0.0043863885,0.0041690105
2019-05-07,"(-2.72,-2.41]",0.00381944444444444,0.00267039183636364,0.002606616
2019-05-07,"(-3.02,-2.72]",0.00708333333333333,0.00124989163529412,0.001154353
2019-05-07,"(-3.33,-3.02]",0.0336111111111111,0.000647562304958678,0.0006242656
